SiteID;SiteCode;SiteName;Longitude;Latitude;Elevation;Elevation_DEM;Elevation_FonteDati;Regione;COD_RETE
9541;08SNRUFFILLOCANAL;C.le Savena a S.Ruffillo;11.3685;44.4562;85;NA;85;Emilia;15
9542;08SNRUFFILLOSAVEN;Savena a S.Ruffillo;11.3673;44.4565;85;NA;85;Emilia;15
9543;08SNVITTORIA;Santa Vittoria;10.6417;44.8564;22;NA;22;Emilia;15
9544;08SUVIANADIGA;Limentra di Treppio a Diga di Suviana   Reno;11.0429;44.1372;479;NA;479;Emilia;15
9545;08VEGGIOLA;Veggiola;9.7245;44.8725;217;NA;217;Emilia;15
9546;08PALESIO;Quaderna a Palesio;11.5066;44.4116;100;NA;100;Emilia;15
9547;08ACQUERINO;Acquerino   Reno-Limonta;11.0195;44.0117;859;NA;859;Emilia;15
9548;08ALPEGORRETO;Alpe Gorreto   Trebbia;9.2376;44.6065;880;NA;880;Emilia;15
9549;08BADIATEDALDA;Badia Tedalda   Marecchia;12.1384;43.6956;794;NA;794;Emilia;15
9550;08BARBAGELATA;Barbagelata   Trebbia-Aveto;9.2441;44.4837;1099;NA;1099;Emilia;15
9551;08BARCO;Barco   Reno-Santerno;11.4003;44.0636;653;NA;653;Emilia;15
9552;08BOLOGNAASINELLI;Bologna Torre degli Asinelli;11.3479;44.496;53;NA;53;Emilia;15
9553;08BRUGNETODIGA;Diga del Brugneto   Trebbia-Brugneto;9.2103;44.5367;856;NA;856;Emilia;15
9554;08BUSALLA;Busalla;8.9427;44.5606;429;NA;429;Emilia;15
9555;08BUSALLETTADIGA;Busalletta Diga;8.9218;44.5694;477;NA;477;Emilia;15
9556;08CARPINETAAGRO;Carpineta   Rubicone;12.2726;44.0894;141;NA;141;Emilia;15
9557;08CASATICOAGRO;Casatico;10.2607;44.651;321;NA;321;Emilia;15
9558;08CASTELDELCI;Casteldelci   Marecchia;12.1448;43.7909;619;NA;619;Emilia;15
9559;08CERVESINA;Cervesina;9.0188;45.0658;71;NA;71;Emilia;15
9560;08CORNIOLOTELE;Corniolo Tele   Fiumi Uniti;11.7954;43.927;934;NA;934;Emilia;15
9561;08CORTILECARPAGRO;Cortile di Carpi Agro;10.9724;44.7801;24;NA;24;Emilia;15
9562;08FIDENZAAGRO;Fidenza;10.0896;44.8958;56;NA;56;Emilia;15
9563;08FIRENZUOLA;Firenzuola   Reno-Santerno;11.3766;44.1246;441;NA;441;Emilia;15
9564;08FOCERADICI;Foce Radici;10.4907;44.2125;1525;NA;1525;Emilia;15
9565;08GRUGNOAGRO;Grugno;10.228;44.8799;41;NA;41;Emilia;15
9566;08IMOLAMEC;Imola meccanica   Reno-Santerno;11.7148;44.3485;44;NA;44;Emilia;15
9567;08LAGOPADULI;Lago Paduli;10.1405;44.3485;1181;NA;1181;Emilia;15
9568;08LOCOCARCHELLI;Loco Carchelli;9.2843;44.5538;680;NA;680;Emilia;15
9569;08MAIATICOAGRO;Maiatico;10.2082;44.7058;223;NA;223;Emilia;15
9570;08MARESCA;Maresca   Reno;10.8506;44.0603;1139;NA;1139;Emilia;15
9571;08MEDESANOAGRO;Medesano;10.1496;44.7455;104;NA;104;Emilia;15
9572;08MOGLIASERMIDE;Moglia Sermide   Pianura Secchia-Panaro;11.2582;45.0158;12;NA;12;Emilia;15
9573;08MONGHIDOROTELE;Monghidoro  tele   Reno-Idice;11.3234;44.2223;801;NA;801;Emilia;15
9574;08MONTALTOPAVESE;Montalto Pavese;9.2052;44.9861;305;NA;305;Emilia;15
9575;08MONTECAPRARO;Montecapraro;9.1552;44.7361;853;NA;853;Emilia;15
9576;08MONTEIOTTONETEL;Monte Iottone Tele   Savio;12.1655;43.9942;364;NA;364;Emilia;15
9577;08NOVAFELTRIA;Novafeltria   Marecchia;12.2938;43.8928;263;NA;263;Emilia;15
9578;08PENNABILLITELE;Pennabilli   Marecchia;12.269;43.8202;580;NA;580;Emilia;15
9579;08POGGIORUSCO;POGGIORUSCO  ETG Pianura Secchia-Panaro;11.1279;44.9704;14;NA;14;Emilia;15
9580;08RAVENNABASLOC;Ravenna le Basette Locale   Canale Corsini;12.2067;44.4671;2;NA;2;Emilia;15
9581;08RIMINIURB;Rimini Urbana   Marecchia;12.5716;44.0563;6;NA;6;Emilia;15
9582;08ROLOAGRO;Rolo;10.8767;44.8882;20;NA;20;Emilia;15
9583;08ROVEGNO;Rovegno   Trebbia;9.287;44.5761;798;NA;798;Emilia;15
9584;08SAINOPEGOGNAGA;SAINO di Pegognaga ETG  Pianura-Crostolo-Secchia;10.8677;44.995;17;NA;17;Emilia;15
9585;08SISSAAGRO;Sissa   Taro;10.2613;44.9549;32;NA;32;Emilia;15
9586;08SIVIZZANOAGRO;Sivizzano;10.3587;44.6459;190;NA;190;Emilia;15
9587;08SNBENEDETTOALPE;San Benedetto in alpe   Fiumi Uniti;11.6888;43.9875;596;NA;596;Emilia;15
9588;08SNCASSIANO;San Cassiano   Lamone;11.6936;44.1512;437;NA;437;Emilia;15
9589;08SNLAZZAROALB;San Lazzaro Alberoni   Trebbia;9.727;45.0378;53;NA;53;Emilia;15
9591;08SNMICHELE;San Michele sul Chero    Chiavenna-Chero;9.7044;44.7655;715;NA;715;Emilia;15
9592;08SNMICHELECLE;San Michele Centrale   Panaro-Scoltenna;10.6283;44.1974;886;NA;886;Emilia;15
9593;08SNSTEFANOAVETO;Santo Stefano dAveto   Trebbia-Aveto;9.4521;44.5487;1073;NA;1073;Emilia;15
9594;08SNVALENTINO;San Valentino;10.7013;44.5264;310;NA;310;Emilia;15
9595;08TEODORANOTELE;Teodorano idro-termo   Fiumi Uniti;12.087;44.0942;192;NA;192;Emilia;15
9596;08TORRIGLIA;Torriglia   Trebbia;9.1566;44.5176;803;NA;803;Emilia;15
9597;08TORTONA;Scrivia a Tortona;8.8493;44.8986;117;NA;117;Emilia;15
9598;08TREPPIO;Treppio   Reno-Limentra di Treppio;11.035;44.0843;712;NA;712;Emilia;15
9599;08VALLAZZA;Vallazza   Pianura Secchia-Panaro;11.2451;45.0148;11;NA;11;Emilia;15
9600;08VALNOCIDIGA;Val Noci Diga;9.0385;44.5027;721;NA;721;Emilia;15
9601;08VALVERDE;Valverde   Tidone;9.2336;44.8684;523;NA;523;Emilia;15
9602;08VARZI;Varzi;9.1932;44.8208;419;NA;419;Emilia;15
9603;08VOGHERA;Staffora a Voghera;9.0181;44.9883;99;NA;99;Emilia;15
9604;08ARIANOETGFE;ARIANOETGFE;12.1209;44.9456;2;NA;2;Emilia;15
9605;08CAMPOGALLIAGRO;CAMPOGALLIAGRO;10.8544;44.6951;38;NA;38;Emilia;15
9606;08CASEBEZZI;CASEBEZZI;10.8235;44.0733;1200;NA;1200;Emilia;15
9607;08COLORNOAGRO;COLORNOAGRO;10.3518;44.9466;27;NA;27;Emilia;15
9608;08FERRIEREPLUVIO;FERRIEREPLUVIO;9.498;44.6472;659;NA;659;Emilia;15
9609;08MONTEFAGGIOLA;MONTEFAGGIOLA;11.5;44.1401;728;NA;728;Emilia;15
9610;08ORSIGNA;ORSIGNA;10.8949;44.0797;1057;NA;1057;Emilia;15
9611;08PALAZZUOLO;PALAZZUOLO;11.5501;44.1149;573;NA;573;Emilia;15
9612;08PALAZZUOLOTELE;PALAZZUOLOTELE;11.5492;44.1179;583;NA;583;Emilia;15
9613;08PESSOLA;PESSOLA;9.8691;44.6322;736;NA;736;Emilia;15
9614;08PIANCALDOLI;PIANCALDOLI;11.4351;44.2175;518;NA;518;Emilia;15
9615;08PIASTRE;PIASTRE;10.8374;44.0074;779;NA;779;Emilia;15
9616;08PIETRAMALA;PIETRAMALA;11.3361;44.1676;941;NA;941;Emilia;15
9617;08ROMAGNESE;ROMAGNESE;9.3346;44.8414;629;NA;629;Emilia;15
9618;08RONTANA;RONTANA;11.7399;44.2297;320;NA;320;Emilia;15
9619;08SNAGOSTINOCARLO;SNAGOSTINOCARLO;11.4204;44.8062;14;NA;14;Emilia;15
9620;08SNBENEDETTOQUER;SNBENEDETTOQUER;11.4879;44.2558;331;NA;331;Emilia;15
9621;08SNCLEMENTE;SNCLEMENTE;11.4928;44.3219;198;NA;198;Emilia;15
9622;08SNMARTINOCASOLA;SNMARTINOCASOLA;11.1533;44.4868;139;NA;139;Emilia;15
9623;08SNPANCRAZIO;SNPANCRAZIO;12.0872;44.3596;9;NA;9;Emilia;15
9624;08SNRUFFILLO;SNRUFFILLO;11.3687;44.4562;85;NA;85;Emilia;15
9625;08SNSOFIA;SNSOFIA;11.9072;43.944;295;NA;295;Emilia;15
9626;08SOSTEGNORENO;SOSTEGNORENO;11.2745;44.6681;20;NA;20;Emilia;15
9627;08TRAVERSA;TRAVERSA;11.2874;44.1145;807;NA;807;Emilia;15
9628;08BIBBIANA;BIBBIANA;11.5147;44.1323;634;NA;634;Emilia;15
9629;08PONTENURE;PONTENURE;9.771;45.01;64;NA;64;Emilia;15
9630;08VIGOLENO;VIGOLENO;9.918;44.823;190;NA;190;Emilia;15
9631;08CALVENZANO;CALVENZANO;11.0807;44.18047;611;NA;611;Emilia;15
9632;08CASTELDELLALPI;CASTELDELLALPI;11.16378;44.11063;723;NA;723;Emilia;15
9633;08CONTRADAPORTONE;CONTRADAPORTONE;11.43509;44.27035;398;NA;398;Emilia;15
9634;08FAENZAIDRO;FAENZAIDRO;11.8926;44.2886;35;NA;35;Emilia;15
9635;08GRATTACOPPA;GRATTACOPPA;12.1285;44.4955;2;NA;2;Emilia;15
9636;08MERCATOSARACENO;MERCATOSARACENO;12.1977;43.9599;163;NA;163;Emilia;15
9637;08MOLINODELPALLON;MOLINODELPALLON;10.9865;44.9084;20;NA;20;Emilia;15
9638;08MONTECCHIOFOGL;MONTECCHIOFOGL;12.45515;43.51029;756;NA;756;Emilia;15
9639;08PIANECARNIGLIA;PIANECARNIGLIA;9.6136;44.4848;539;NA;539;Emilia;15
9640;08PONTEVENTURINA;PONTEVENTURINA;10.59351;44.07466;704;NA;704;Emilia;15
9641;08PONTISETTE;PONTISETTE;11.547;44.8736;10;NA;10;Emilia;15
9642;08SNMARIADELTARO;SNMARIADELTARO;9.4961;44.4351;854;NA;854;Emilia;15
9643;08SNQUIRICO;SNQUIRICO;10.2552;44.9188;36;NA;36;Emilia;15
9644;08SNSALVATORE;SNSALVATORE;9.5208;44.7351;982;NA;982;Emilia;15
9645;08SNVITTORE;SNVITTORE;12.2141;44.1053;56;NA;56;Emilia;15
9646;08STAGNODIROMAGNA;STAGNODIROMAGNA;11.0483;44.1079;551;NA;551;Emilia;15
12642;85755;Acquadalto;11.531111;44.105556;510;NA;510;Emilia;15
12643;85756;Acquerino;11.0174;44.008945;859;NA;859;Emilia;15
12644;85984;Adria;12.085556;45.066667;3;NA;3;Emilia;15
12645;85985;Albareto;9.698466;44.446855;513;NA;513;Emilia;15
12646;85696;Albereto;11.99;44.324444;18;NA;18;Emilia;15
12647;85697;Alberino;11.650048;44.648991;9;NA;9;Emilia;15
12648;88278;Alfonsine;12.04452;44.493012;7;NA;7;Emilia;15
12649;811839;Alpe di Gorreto;9.235525;44.603703;880;NA;880;Emilia;15
12650;85986;Antognano;10.185556;44.683333;271;NA;271;Emilia;15
12651;811944;Anzola Emilia tele;11.196527;44.552079;36;NA;36;Emilia;15
12652;88268;Anzola dellEmilia;11.182582;44.57909;34;NA;34;Emilia;15
12653;85987;Arcello;9.431035;44.937114;347;NA;347;Emilia;15
12654;85699;Argelato;11.346667;44.641667;21;NA;21;Emilia;15
12655;85700;Argenta;11.836389;44.616667;2;NA;2;Emilia;15
12656;85701;Ariano;12.12248;44.943026;2;NA;2;Emilia;15
12657;85988;Asta Ca Castiglione;10.468889;44.3;1064;NA;1064;Emilia;15
12658;85702;Badia Tedalda;12.13633;43.692916;794;NA;794;Emilia;15
12659;85989;Baganzola;10.318889;44.85;41;NA;41;Emilia;15
12660;85703;Bagnacavallo;12.019918;44.45256;8;NA;8;Emilia;15
12661;85704;Bagno di Piano;11.272347;44.665438;25;NA;25;Emilia;15
12662;88288;Bagno di Romagna;11.961884;43.836566;523;NA;523;Emilia;15
12663;85990;Baiso;10.605699;44.499066;504;NA;504;Emilia;15
12664;85991;Ballone;10.102222;44.466667;790;NA;790;Emilia;15
12665;85705;Bando;11.904797;44.633464;1;NA;1;Emilia;15
12666;85992;Bannone;10.368889;44.666667;142;NA;142;Emilia;15
12667;85993;Banzola;10.018889;44.766667;250;NA;250;Emilia;15
12668;85706;Baragazza;11.200556;44.127222;610;NA;610;Emilia;15
12669;85994;Barbagelata;9.242064;44.480974;1039;NA;1039;Emilia;15
12670;85995;Barbiano;10.235556;44.666667;323;NA;323;Emilia;15
12671;85707;Barco;11.398224;44.060885;680;NA;680;Emilia;15
12672;85708;Bardalone;10.8475;44.036944;750;NA;750;Emilia;15
12673;811840;Bardi Scuola;9.732836;44.633788;661;NA;661;Emilia;15
12674;88245;Bardi centrale;9.709577;44.613272;473;NA;473;Emilia;15
12675;85709;Bargellino;11.270833;44.545833;34;NA;34;Emilia;15
12676;85710;Baricella;11.532222;44.645833;10;NA;10;Emilia;15
12677;85996;Barigazzo;10.649413;44.265135;1211;NA;1211;Emilia;15
12678;85997;Basilicagoiano;10.405572;44.70441;112;NA;112;Emilia;15
12679;811974;Bassarone cassa;11.823003;44.611113;9;NA;9;Emilia;15
12680;811945;Baura;11.720178;44.848489;6;NA;6;Emilia;15
12681;85998;Bavastrelli;9.168889;44.566667;1140;NA;1140;Emilia;15
12682;85711;Bazzano;11.084006;44.508435;76;NA;76;Emilia;15
12683;88240;Bedonia;9.626736;44.507445;527;NA;527;Emilia;15
12684;85999;Beduzzo;10.168889;44.533333;435;NA;435;Emilia;15
12685;86000;Benedello Cantoniera;10.868889;44.366667;520;NA;520;Emilia;15
12686;85712;Benvignante;11.755979;44.668051;1;NA;1;Emilia;15
12687;86001;Berceto;9.993056;44.50358;838;NA;838;Emilia;15
12688;85713;Berra;11.997746;44.978787;2;NA;2;Emilia;15
12689;85714;Bertinoro;12.132222;44.147778;188;NA;188;Emilia;15
12690;86002;Bettola;9.602222;44.783333;320;NA;320;Emilia;15
12691;85715;Bevilacqua;11.907406;44.718118;1;NA;1;Emilia;15
12692;85716;Bibbiana;11.510556;44.130556;634;NA;634;Emilia;15
12693;85717;Biserno;11.843889;43.902778;549;NA;549;Emilia;15
12694;811841;Bobbiano;9.4902;44.877597;507;NA;507;Emilia;15
12695;88235;Bobbio;9.384121;44.754893;364;NA;364;Emilia;15
12696;86003;Boccavecchia;12.316552;45.125694;1;NA;1;Emilia;15
12697;86004;Boccolo della Noce;9.635556;44.683333;810;NA;810;Emilia;15
12698;86005;Bogli;9.218889;44.633333;854;NA;854;Emilia;15
12699;85719;Bologna Osservatorio Universita;11.3522;44.496402;53;NA;53;Emilia;15
12700;88269;Bologna San Luca;11.298362;44.478702;203;NA;203;Emilia;15
12701;811975;Bologna Torre Asinelli;11.346766;44.494201;53;NA;53;Emilia;15
12702;811842;Bologna Urbana;11.328789;44.500754;44;NA;44;Emilia;15
12703;85720;Bologna Villa Angeletti;11.345556;44.493056;53;NA;53;Emilia;15
12704;88270;Bologna idrografico;11.346156;44.499883;45;NA;45;Emilia;15
12705;85721;Bombiana;10.973659;44.214378;778;NA;778;Emilia;15
12706;86006;Bore;9.788295;44.714216;758;NA;758;Emilia;15
12707;86007;Boretto;10.540667;44.905993;23;NA;23;Emilia;15
12708;85722;Borgo Tossignano;11.578989;44.274663;132;NA;132;Emilia;15
12709;88243;Borgo Val di Taro;9.770345;44.486182;404;NA;404;Emilia;15
12710;86008;Borgonovo Val Tidone;9.443348;45.017257;106;NA;106;Emilia;15
12711;88234;Boschi dAveto diga;9.419946;44.585897;757;NA;757;Emilia;15
12712;86009;Boschi di Bardone;10.085556;44.633333;480;NA;480;Emilia;15
12713;86010;Boschi di Carrega;10.206729;44.723401;190;NA;190;Emilia;15
12714;88249;Bosco centrale;10.033517;44.439004;849;NA;849;Emilia;15
12715;86011;Botte sotto Secchia;10.998752;45.049956;16;NA;16;Emilia;15
12716;86012;Bovaja;10.185556;44.65;287;NA;287;Emilia;15
12717;85723;Branzolino;12.049444;44.291667;16;NA;16;Emilia;15
12718;85724;Brisighella;11.771667;44.223056;109;NA;109;Emilia;15
12719;811843;Brisighella Pieve del Trio;11.755449;44.219775;198;NA;198;Emilia;15
12720;86013;Brugneto;9.418889;44.666667;878;NA;878;Emilia;15
12721;811976;Budrio Olmo;11.569223;44.540516;17;NA;17;Emilia;15
12722;85726;Burzanella;11.118889;44.196111;549;NA;549;Emilia;15
12723;85949;Busalla;8.952222;44.566667;358;NA;358;Emilia;15
12724;86014;Busalla Giovi;8.935556;44.566667;408;NA;408;Emilia;15
12725;86015;Busalletta diga;8.901687;44.58006;549;NA;549;Emilia;15
12726;86016;Busseto;10.03748;44.98389;40;NA;40;Emilia;15
12727;812714;CAMPIGNA_TELE;11.747204;43.87178;1034;NA;1034;Emilia;15
12728;811846;CAMSE;12.077375;44.600162;3;NA;3;Emilia;15
12729;85667;Ca Bortolani;11.084543;44.346802;603;NA;603;Emilia;15
12730;85668;Ca Buraccia;11.402222;44.177222;528;NA;528;Emilia;15
12731;85669;Ca Chiombi;10.923056;44.073611;650;NA;650;Emilia;15
12732;85671;Ca Villa;11.706944;44.250278;179;NA;179;Emilia;15
12733;86017;Ca de Caroli;10.676524;44.595484;101;NA;101;Emilia;15
12734;85670;Ca di Bertano;11.413611;44.277778;492;NA;492;Emilia;15
12735;86018;Cabanne;9.345763;44.49467;841;NA;841;Emilia;15
12736;86019;Cabella Ligure;9.097231;44.674584;509;NA;509;Emilia;15
12737;86020;Cafragna Oratorio;10.168889;44.683333;248;NA;248;Emilia;15
12738;86021;Caiasca;9.043056;44.497067;817;NA;817;Emilia;15
12739;85672;Calderara di Reno;11.27215;44.566117;31;NA;31;Emilia;15
12740;88251;Calestano;10.124506;44.60591;400;NA;400;Emilia;15
12741;814401;Caminate;12.00404;44.114379;341;NA;341;Emilia;15
12742;86022;Campegine;10.535556;44.783333;30;NA;30;Emilia;15
12743;811844;Campelli Di Vigolo;9.633621;44.79551;601;NA;601;Emilia;15
12744;88286;Campigna;11.747182;43.872193;1034;NA;1034;Emilia;15
12745;812642;Campogalliano;10.853262;44.693446;38;NA;38;Emilia;15
12746;86023;Campora di Sasso;10.275539;44.521218;644;NA;644;Emilia;15
12747;86024;Canossa;10.465811;44.565884;471;NA;471;Emilia;15
12748;86025;Canova di Ramiseto;10.298498;44.414979;816;NA;816;Emilia;15
12749;85950;Cantalupo Ligure;9.035556;44.716667;388;NA;388;Emilia;15
12750;85673;Capannaccia;10.935556;44.05;1019;NA;1019;Emilia;15
12751;86026;Caprile;9.185556;44.566667;1092;NA;1092;Emilia;15
12752;86027;Careno;9.924625;44.721959;583;NA;583;Emilia;15
12753;86028;Carpi;10.86924;44.763546;27;NA;27;Emilia;15
12754;811847;Carpineta;12.27459;44.089031;141;NA;141;Emilia;15
12755;86029;Carpineti;10.495343;44.467873;580;NA;580;Emilia;15
12756;811848;Carpineti - Carezza;10.508649;44.475618;578;NA;578;Emilia;15
12757;85913;Carrega Ligure;9.185556;44.616667;1259;NA;1259;Emilia;15
12758;85914;Carzeto di Soragna;10.168889;44.933333;37;NA;37;Emilia;15
12759;85674;Casa Medri;11.708056;44.264167;120;NA;120;Emilia;15
12760;85915;Casa Nuova;10.185556;44.7;225;NA;225;Emilia;15
12761;85916;Casa Nuova di San Vitale;10.185556;44.666667;293;NA;293;Emilia;15
12762;85675;Casa Penzia;11.502222;44.35;273;NA;273;Emilia;15
12763;85676;Casaglia;11.516667;44.038333;733;NA;733;Emilia;15
12764;814391;Casaglia_tele;11.51757;44.038107;733;NA;733;Emilia;15
12765;85917;Casale Val Taro;9.568889;44.45;708;NA;708;Emilia;15
12766;811849;Casalecchio Canale;11.281103;44.475627;62;NA;62;Emilia;15
12767;811850;Casalecchio Canonica;11.288121;44.487874;66;NA;66;Emilia;15
12768;811851;Casalecchio Tiro a Volo;11.282075;44.480226;62;NA;62;Emilia;15
12769;811852;Casalporino;9.547383;44.527112;873;NA;873;Emilia;15
12770;85919;Casanova Staffora;9.235556;44.766667;570;NA;570;Emilia;15
12771;85918;Casanova di Marzolara;10.202222;44.633333;417;NA;417;Emilia;15
12772;85920;Casarola;10.102222;44.433333;934;NA;934;Emilia;15
12773;85921;Casaselvatica;10.035629;44.54781;901;NA;901;Emilia;15
12774;85922;Cascina Calabria;8.902222;44.566667;550;NA;550;Emilia;15
12775;85923;Cascina di Monte Calvo;8.902234;44.56667;550;NA;550;Emilia;15
12776;85677;Case Bezzi;10.933847;44.068509;882;NA;882;Emilia;15
12777;811853;Case Bonini;9.775866;44.751978;372;NA;372;Emilia;15
12778;85678;Case Paoluccio;10.88;44.086111;1098;NA;1098;Emilia;15
12779;85679;Casetti Centonara;11.618889;44.55;11;NA;11;Emilia;15
12780;88276;Casola Valsenio;11.621781;44.222273;208;NA;208;Emilia;15
12781;811977;Casola Valsenio Tele;11.632342;44.227137;203;NA;203;Emilia;15
12782;85680;Casoni di Romagna;11.425349;44.253597;663;NA;663;Emilia;15
12783;811854;Casoni di S.Maria del Taro;9.480702;44.437511;814;NA;814;Emilia;15
12784;85924;Cassano;9.618889;44.833333;403;NA;403;Emilia;15
12785;811855;Cassimoreno;9.579347;44.636165;869;NA;869;Emilia;15
12786;85925;Cassino Po;9.218889;45.05;73;NA;73;Emilia;15
12787;85926;Cassio;10.035556;44.583333;865;NA;865;Emilia;15
12788;85951;Castagnola;8.885556;44.6;534;NA;534;Emilia;15
12789;85683;Castel San Pietro;11.597002;44.411113;59;NA;59;Emilia;15
12790;85681;Castel del Rio;11.504906;44.211177;214;NA;214;Emilia;15
12791;85682;Castel di Bargi;11.055556;44.131111;612;NA;612;Emilia;15
12792;85684;Casteldelci;12.142724;43.788166;619;NA;619;Emilia;15
12793;811856;Castelfranco Emilia;11.029534;44.631303;32;NA;32;Emilia;15
12794;85929;CastellArquato;9.868889;44.85;163;NA;163;Emilia;15
12795;85927;Castellana Groppo;9.731877;44.814363;421;NA;421;Emilia;15
12796;85928;Castellarano;10.718656;44.49809;183;NA;183;Emilia;15
12797;85930;Castelnovo Ne Monti;10.3947;44.434863;709;NA;709;Emilia;15
12798;811858;Castelnovo di Sotto;10.578226;44.836948;25;NA;25;Emilia;15
